,date, change,weekend, coverphoto, event, link, photo, question, status, swf, video,coverphoto_reactions,coverphoto_comments,coverphoto_shares,event_reactions,event_comments,event_shares,link_reactions,link_comments,link_shares,photo_reactions,photo_comments,photo_shares,question_reactions,question_comments,question_shares,status_reactions,status_comments,status_shares,swf_reactions,swf_comments,swf_shares,video_reactions,video_comments,video_shares
77,2010-11-12,26226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4673,294,0
78,2010-11-13,27389,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1975,85,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2010-11-14,33783,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2147,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2010-11-15,30790,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2112,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,2010-11-17,35259,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11203,853,0,0,0,0,0,0,0,0,0,0,0,0,0
82,2010-11-18,27203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423,130,0
83,2010-11-24,16487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7059,710,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2010-11-26,15371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5003,447,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2010-11-27,16549,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3314,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,2010-11-28,16453,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3507,172,0,0,0,0,0,0,0
87,2010-11-30,17354,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2392,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2010-12-02,20280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5581,530,0,0,0,0,0,0,0,0,0,0,0,0,0
89,2010-12-03,20520,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3050,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2010-12-06,14043,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2825,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2010-12-10,7297,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6505,445,0
92,2010-12-11,11390,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2410,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2010-12-17,11758,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3316,159,0
94,2010-12-18,12383,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7090,462,0
95,2010-12-22,8373,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5786,454,0
96,2010-12-23,6330,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5647,410,0
97,2010-12-24,11850,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8590,509,0
98,2010-12-25,9557,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5097,294,0
99,2010-12-26,8875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2557,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
