,date, change,weekend, coverphoto, event, link, photo, question, status, swf, video,coverphoto_reactions,coverphoto_comments,coverphoto_shares,event_reactions,event_comments,event_shares,link_reactions,link_comments,link_shares,photo_reactions,photo_comments,photo_shares,question_reactions,question_comments,question_shares,status_reactions,status_comments,status_shares,swf_reactions,swf_comments,swf_shares,video_reactions,video_comments,video_shares
32,2012-09-19,35,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,102,5,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
33,2012-09-20,65,0,0,0,0,1,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,39,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16,0,0
34,2012-09-21,60,0,0,0,1,2,0.0,0,0.0,2,0,0,0,0,0,0,6,1,1,70,2,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,24,0,0
35,2012-09-24,48,0,0,0,0,1,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,80,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,20,0,0
36,2012-09-25,47,0,0,0,1,6,0.0,0,0.0,2,0,0,0,0,0,0,7,0,0,302,8,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,23,0,1
37,2012-09-26,36,0,0,0,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,148,6,12,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
38,2012-09-27,44,0,0,0,0,3,0.0,0,0.0,2,0,0,0,0,0,0,0,0,0,238,10,3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,21,0,0
39,2012-09-28,44,0,0,0,1,3,0.0,0,0.0,0,0,0,0,0,0,0,6,0,0,306,15,3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
40,2012-09-29,64,1,0,0,0,2,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,192,2,20,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,22,0,0
41,2012-09-30,59,1,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,111,3,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
42,2012-10-01,76,0,0,0,0,2,0.0,0,0.0,3,0,0,0,0,0,0,0,0,0,124,2,2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9,1,0
43,2012-10-02,71,0,0,0,0,2,0.0,0,0.0,2,0,0,0,0,0,0,0,0,0,64,2,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,5,0,0
44,2012-10-03,4,0,0,0,0,6,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,206,3,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
45,2012-10-04,63,0,0,0,0,7,0.0,0,0.0,2,0,0,0,0,0,0,0,0,0,328,7,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,6,2,0
46,2012-10-05,114,0,0,0,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,45,6,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
47,2012-10-07,-10,1,0,0,0,2,0.0,0,0.0,2,0,0,0,0,0,0,0,0,0,147,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15,0,0
48,2012-10-08,-5,0,0,0,0,8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,286,7,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
49,2012-10-09,1,0,0,0,0,7,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,116,3,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
50,2012-10-10,-13,0,0,0,1,3,0.0,0,0.0,0,0,0,0,0,0,0,10,0,0,110,5,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
51,2012-10-11,0,0,0,0,0,4,0.0,1,0.0,4,0,0,0,0,0,0,0,0,0,307,5,1,0.0,0.0,0.0,9,0,0,0.0,0.0,0.0,34,0,0
52,2012-10-12,-2,0,0,0,3,3,0.0,0,0.0,1,0,0,0,0,0,0,18,1,1,238,8,25,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,0,0
53,2012-10-15,31,0,0,0,1,2,0.0,0,0.0,0,0,0,0,0,0,0,7,0,0,379,38,66,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
54,2012-10-16,61,0,0,0,0,6,0.0,0,0.0,4,0,0,0,0,0,0,0,0,0,337,3,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,49,1,2
55,2012-10-17,126,0,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,8,0,0
56,2012-10-18,96,0,0,0,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,38,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
57,2012-10-19,83,0,0,0,0,5,0.0,0,0.0,2,0,0,0,0,0,0,0,0,0,267,6,4,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,10,0,0
58,2012-10-20,92,1,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,67,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
59,2012-10-22,63,0,0,0,1,2,0.0,0,0.0,0,0,0,0,0,0,0,8,0,0,103,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
60,2012-10-23,64,0,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9,0,0
61,2012-10-24,44,0,0,0,1,4,0.0,0,0.0,1,0,0,0,0,0,0,9,0,0,348,18,45,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18,2,2
62,2012-10-25,45,0,0,0,0,2,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,62,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18,0,1
63,2012-10-26,38,0,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,39,0,1
64,2012-10-27,53,1,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,20,0,0
65,2012-10-29,45,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,10,2,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
66,2012-10-30,39,0,0,0,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,144,7,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
67,2012-10-31,69,0,0,0,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,184,9,19,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
68,2012-11-01,47,0,0,0,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,28,9,0,0.0,0.0,0.0,0,0,0
69,2012-11-02,50,0,0,0,0,3,0.0,0,0.0,2,0,0,0,0,0,0,0,0,0,113,1,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,55,0,11
70,2012-11-05,39,0,0,0,1,1,0.0,0,0.0,0,0,0,0,0,0,0,12,0,2,48,2,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
71,2012-11-06,53,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,65,2,11,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
72,2012-11-08,48,0,0,0,0,3,0.0,0,0.0,2,0,0,0,0,0,0,0,0,0,181,11,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14,1,1
73,2012-11-09,191,0,0,0,0,3,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,124,16,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,4,0,0
74,2012-11-12,37,0,0,0,0,2,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,95,1,12,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15,0,0
75,2012-11-13,37,0,0,0,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,124,0,18,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
76,2012-11-14,174,0,0,0,0,2,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,149,6,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,26,1,1
77,2012-11-15,40,0,0,0,0,2,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,144,5,19,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9,0,0
78,2012-11-16,-1,0,0,0,0,1,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,62,7,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,11,0,1
79,2012-11-19,-11,0,0,0,0,3,0.0,0,0.0,2,0,0,0,0,0,0,0,0,0,148,2,17,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,33,1,0
80,2012-11-20,-2,0,0,0,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,131,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
81,2012-11-21,-3,0,0,0,0,1,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,78,3,16,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0,0
82,2012-11-22,-4,0,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15,0,1
83,2012-11-23,3,0,0,0,1,1,0.0,0,0.0,1,0,0,0,0,0,0,4,2,0,104,1,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19,0,0
84,2012-11-26,-1,0,0,0,0,0,0.0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,14,0,1
85,2012-11-27,-2,0,0,0,1,4,0.0,0,0.0,0,0,0,0,0,0,0,5,0,1,302,5,24,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
86,2012-11-28,-5,0,0,0,0,3,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,175,1,12,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,32,0,0
87,2012-11-30,2,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,75,2,13,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
88,2012-12-01,0,1,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,20,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
89,2012-12-03,7,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,87,0,13,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
90,2012-12-04,8,0,0,0,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,126,3,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
91,2012-12-06,11,0,0,0,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,171,5,16,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
92,2012-12-07,-2,0,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15,0,1
93,2012-12-10,1,0,0,0,0,0,0.0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,53,0,2
94,2012-12-11,-1,0,0,0,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,62,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
95,2012-12-12,1,0,0,0,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,100,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
96,2012-12-13,-3,0,0,0,0,4,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,223,9,4,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
97,2012-12-14,-4,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,46,2,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
98,2012-12-17,2,0,0,0,0,3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,137,4,2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
99,2012-12-18,2,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,11,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
100,2012-12-19,0,0,0,0,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,90,4,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
101,2012-12-20,2,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,38,3,2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
102,2012-12-21,2,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,10,0,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
103,2012-12-23,-2,1,0,0,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,175,12,24,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
104,2012-12-27,0,0,0,0,0,3,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,250,25,16,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19,0,1
105,2012-12-28,2,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,73,1,3,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
106,2013-01-02,4,0,0,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,17,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
107,2013-01-04,4,0,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,21,2,4
108,2013-01-08,29,0,0,0,1,3,0.0,0,0.0,0,0,0,0,0,0,0,9,0,0,288,11,36,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
109,2013-01-09,36,0,0,0,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,143,4,2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
110,2013-01-10,23,0,0,0,0,2,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,119,1,13,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18,0,0
111,2013-01-11,28,0,0,0,1,2,0.0,0,0.0,0,0,0,0,0,0,0,5,0,0,180,4,2,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
112,2013-01-14,20,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,76,0,19,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
113,2013-01-15,27,0,0,0,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,310,4,30,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
114,2013-01-16,14,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,46,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
115,2013-01-17,63,0,0,0,0,6,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,306,0,15,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,17,0,1
116,2013-01-18,43,0,0,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,8,0,2
117,2013-01-21,52,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,68,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
118,2013-01-22,48,0,1,0,0,1,0.0,0,0.0,2,47,4,0,0,0,0,0,0,0,65,2,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,84,3,16
119,2013-01-24,91,0,0,0,0,2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,151,6,13,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
120,2013-01-25,61,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,89,3,1,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0
